latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,elevation,slope,aspect
39.437763,20.607416,332.24,0.53,0.5,01-01-17,01:17:37,N,VIIRS,n,1,281.34,3.69,D,0,5.8,-3.6,0.2,0.0,7.3,158,13.83428574,9.590236664
40.636646,22.821739,338.54,0.39,0.44,01-01-17,01:17:37,N,VIIRS,n,1,282.04,4.62,D,0,7.6,-1.9,1.8,0.0,14.8,7,0.927409947,0.0
40.664516,22.654505,325.05,0.4,0.44,01-01-17,01:17:37,N,VIIRS,n,1,283.51,2.47,D,0,7.2,-3.6,0.7,0.0,13.0,17,2.212763071,146.918335
40.602314,22.800253,325.55,0.39,0.44,01-01-17,01:17:37,N,VIIRS,n,1,282.5,1.58,D,0,7.5,-1.1,2.2,0.0,15.5,11,2.588685036,110.9800415
40.616047,22.824442,337.78,0.39,0.44,01-01-17,01:17:37,N,VIIRS,n,1,283.22,4.67,D,3,7.5,-1.1,2.2,0.0,15.5,3,4.420019627,326.8968811
40.636848,22.605183,326.78,0.4,0.44,01-01-17,01:17:37,N,VIIRS,n,1,282.99,2.73,D,0,6.9,-2.5,1.3,0.0,12.4,738,3.767868519,75.77070618
40.635712,22.797741,345.35,0.39,0.44,01-01-17,01:17:37,N,VIIRS,n,1,283.3,5.15,D,0,7.6,-1.9,1.8,0.0,14.8,18,3.672415972,284.6083374
38.565296,23.296576,314.97,0.64,0.72,01-01-17,01:38:35,N,VIIRS,n,1,274.38,3.81,N,3,8.4,0.2,4.9,2.9,14.6,1158,38.1937294,157.8049011
38.564331,23.292213,319.01,0.64,0.72,01-01-17,01:38:35,N,VIIRS,n,1,276.48,4.03,N,2,8.5,0.3,4.9,2.9,14.6,182,5.616618633,240.4085541
39.062717,26.261042,330.87,0.49,0.48,02-01-17,01:17:17,N,VIIRS,n,1,282.49,2.5,D,0,7.4,0.1,3.9,0.0,11.9,195,5.224632263,110.7358932
40.615417,22.665443,342.65,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,281.89,2.78,D,0,8.7,-4.7,-0.1,0.0,7.9,94,3.703232527,41.38217926
40.585835,22.748024,350.18,0.33,0.56,02-01-17,01:17:18,N,VIIRS,n,1,283.79,4.8,D,0,8.5,-2.5,1.6,0.0,11.2,900,1.466443896,50.77716064
40.599674,22.758949,334.19,0.33,0.56,02-01-17,01:17:18,N,VIIRS,n,1,283.28,1.7,D,0,8.5,-2.5,1.6,0.0,11.2,111,18.77736092,128.2408142
40.614071,22.666613,340.1,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,281.72,2.8,D,0,8.7,-4.7,-0.1,0.0,7.9,156,8.36992836,171.9745941
40.977913,22.551508,353.47,0.33,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.83,5.17,D,0,8.3,-4.2,2.0,0.0,8.9,86,2.208220959,212.9001465
40.976902,22.547672,354.2,0.33,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.56,5.17,D,0,8.3,-4.2,2.0,0.0,8.9,199,14.30679131,214.3928223
40.638218,22.668217,351.17,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,283.73,3.51,D,0,8.4,-6.2,-0.8,0.0,11.5,20,3.642106056,255.2670135
40.588394,22.673803,342.17,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,281.97,2.89,D,0,8.7,-4.7,-0.1,0.0,7.9,102,12.90013504,211.9895172
40.57534,22.645052,349.22,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.49,4.43,D,0,8.7,-4.7,-0.1,0.0,7.9,128,14.90726662,13.36599445
40.741558,22.213139,353.71,0.35,0.57,02-01-17,01:17:18,N,VIIRS,n,1,282.56,5.4,D,0,6.9,-4.3,0.3,0.0,8.6,173,22.58224869,303.0189514
40.808216,22.209961,335.22,0.35,0.57,02-01-17,01:17:18,N,VIIRS,n,1,283.07,3.28,D,0,9.3,-3.5,2.2,0.0,9.2,274,26.63916397,29.3875885
40.593025,22.817249,332.32,0.33,0.55,02-01-17,01:17:18,N,VIIRS,n,1,283.54,1.53,D,0,8.5,-2.5,1.6,0.0,11.2,332,9.267400742,7.221684456
40.537277,22.605598,331.02,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,279.98,2.62,D,0,8.6,-2.5,1.3,0.0,8.7,0,2.371099234,270.0
40.70554,22.525038,328.19,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.41,1.26,D,0,8.1,-4.4,1.3,0.0,10.0,17,9.019099236,294.0756226
40.576206,22.627293,326.59,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.02,1.62,D,0,8.7,-4.7,-0.1,0.0,7.9,205,2.532380104,68.52999115
40.583126,22.800411,332.15,0.33,0.55,02-01-17,01:17:18,N,VIIRS,n,1,283.64,2.27,D,0,8.5,-2.5,1.6,0.0,11.2,93,3.020855427,336.9603271
40.646507,22.595245,346.39,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,283.01,3.07,D,0,8.9,-4.0,0.4,0.0,7.9,458,4.027475834,62.62431717
40.645477,22.591347,328.62,0.34,0.56,02-01-17,01:17:18,N,VIIRS,n,1,282.73,3.07,D,0,8.9,-4.0,0.4,0.0,7.9,22,5.981211662,278.8880005
38.349888,21.579411,337.69,0.39,0.59,02-01-17,01:20:18,N,VIIRS,n,1,285.89,2.5,D,0,12.3,3.3,7.9,0.0,9.0,205,5.978907108,128.188797
40.616535,22.635078,339.84,0.46,0.63,02-01-17,01:20:19,N,VIIRS,n,1,284.15,3.63,D,0,8.7,-4.7,-0.1,0.0,7.9,121,1.505040407,128.0329742
41.098537,23.469727,342.74,0.51,0.66,02-01-17,01:20:19,N,VIIRS,n,1,282.89,4.43,D,0,7.0,0.9,4.0,0.0,6.8,110,12.70300198,338.9987183
40.845615,22.647068,346.85,0.46,0.63,02-01-17,01:20:19,N,VIIRS,n,1,285.9,6.05,D,0,7.8,-3.3,0.8,0.0,9.4,710,5.018666744,137.5054321
40.848778,22.644526,353.6,0.46,0.63,02-01-17,01:20:19,N,VIIRS,n,1,286.9,7.14,D,0,7.8,-3.3,0.8,0.0,9.4,713,10.13190556,95.19728851
41.041813,25.438988,341.04,0.64,0.72,02-01-17,01:20:19,N,VIIRS,n,1,284.3,4.77,D,0,7.6,-4.2,-0.3,0.0,10.8,75,17.13324547,183.8833313
40.580936,22.731823,325.75,0.46,0.64,02-01-17,01:20:19,N,VIIRS,n,1,283.48,5.54,D,0,8.5,-2.5,1.6,0.0,11.2,21,1.230784059,90.0
40.613152,22.63472,335.45,0.46,0.63,02-01-17,01:20:19,N,VIIRS,n,1,284.63,3.77,D,0,8.7,-4.7,-0.1,0.0,7.9,21,1.230784059,90.0
40.519768,22.598991,351.18,0.45,0.63,02-01-17,01:20:19,N,VIIRS,n,1,283.84,4.11,D,0,8.6,-2.5,1.3,0.0,8.7,180,4.491285324,128.1890106
40.517071,22.600847,350.4,0.45,0.63,02-01-17,01:20:19,N,VIIRS,n,1,283.67,5.92,D,0,8.6,-2.5,1.3,0.0,8.7,299,8.634677887,328.5177307
40.284405,23.445223,297.15,0.46,0.39,03-01-17,01:00:37,N,VIIRS,n,1,273.33,0.76,N,2,11.7,-0.6,4.9,0.0,10.8,273,15.73707008,260.0760193
38.12838,23.526693,305.56,0.5,0.41,03-01-17,01:00:37,N,VIIRS,n,1,276.56,1.74,N,2,12.7,1.8,6.2,0.0,11.2,43,30.34523582,303.5756836
40.695766,22.644226,353.59,0.57,0.69,03-01-17,01:16:59,N,VIIRS,n,1,281.92,8.48,D,0,9.7,-6.1,0.5,0.0,8.9,3,0.927409947,0.0
40.536053,22.569368,328.2,0.58,0.7,03-01-17,01:16:59,N,VIIRS,n,1,279.69,3.78,D,0,9.7,-1.4,2.6,0.0,8.9,44,1.539454699,52.96267319
40.695442,22.646849,340.95,0.57,0.69,03-01-17,01:16:59,N,VIIRS,n,1,281.8,7.37,D,0,9.7,-6.1,0.5,0.0,8.9,205,5.978907108,128.188797
40.542286,22.629427,335.09,0.58,0.69,03-01-17,01:16:59,N,VIIRS,n,1,282.15,3.64,D,0,9.7,-1.4,2.6,0.0,8.9,19,3.758074284,255.7327271
37.925735,24.759045,331.38,0.54,0.68,03-01-17,01:16:59,N,VIIRS,n,1,280.31,3.32,D,0,10.2,7.0,8.5,0.0,15.5,85,5.207304001,207.3628082
40.043053,22.10832,351.35,0.48,0.48,03-01-17,01:19:19,N,VIIRS,n,1,293.43,22.96,D,0,9.9,-0.9,3.3,0.0,10.6,185,5.874738693,90.0
40.578876,22.656088,325.42,0.51,0.5,03-01-17,01:20:00,N,VIIRS,n,1,283.44,2.7,D,0,10.0,-4.9,1.1,0.0,8.9,202,3.886850357,342.3688965
40.557201,22.677544,329.28,0.52,0.5,03-01-17,01:20:00,N,VIIRS,n,1,283.95,2.72,D,0,9.7,-1.4,2.6,0.0,8.9,22,6.024783611,336.9653931
40.693089,22.641615,330.16,0.52,0.5,03-01-17,01:20:00,N,VIIRS,n,1,286.9,3.33,D,0,9.7,-6.1,0.5,0.0,8.9,222,10.11311245,144.7673035
40.53574,22.574572,355.7,0.51,0.49,03-01-17,01:20:00,N,VIIRS,n,1,285.08,10.96,D,0,9.7,-1.4,2.6,0.0,8.9,1,2.215921879,33.2069664
40.560452,22.658392,331.39,0.51,0.5,03-01-17,01:20:00,N,VIIRS,n,1,284.44,3.63,D,0,9.7,-1.4,2.6,0.0,8.9,26,3.07917881,232.9976807
40.536827,22.576948,341.61,0.51,0.49,03-01-17,01:20:00,N,VIIRS,n,1,284.57,11.78,D,0,9.7,-1.4,2.6,0.0,8.9,259,3.077556849,52.97487259
38.131016,23.524767,305.78,0.38,0.36,04-01-17,01:00:19,N,VIIRS,n,1,277.68,0.99,N,2,12.4,3.0,8.3,0.0,13.1,85,1.516337872,232.3003387
37.919384,23.073997,297.23,0.38,0.36,04-01-17,01:00:19,N,VIIRS,n,1,282.19,1.0,N,2,15.5,5.9,10.7,0.0,7.8,23,24.55365753,276.1019897
38.374275,24.063477,305.01,0.39,0.36,04-01-17,01:00:19,N,VIIRS,n,1,277.8,1.05,N,3,15.1,4.2,8.9,0.0,16.1,215,8.991439819,157.0345612
38.564262,23.295233,296.82,0.38,0.36,04-01-17,01:00:19,N,VIIRS,n,1,277.19,0.75,N,3,14.6,1.6,7.1,0.0,14.6,172,7.378860474,180.0
39.960335,25.086061,335.43,0.39,0.44,04-01-17,01:19:00,N,VIIRS,n,1,286.85,6.16,D,0,12.1,0.9,8.1,0.0,16.7,198,16.78600883,115.4238281
39.960789,25.090683,332.01,0.39,0.44,04-01-17,01:19:00,N,VIIRS,n,1,285.0,5.92,D,0,12.1,0.8,8.0,0.0,16.7,80,5.806411266,37.25564957
37.021286,25.415268,333.0,0.56,0.43,04-01-17,01:19:00,N,VIIRS,n,1,289.12,17.01,D,0,14.2,5.7,11.2,14.4,31.8,80,3.638067007,40.20021439
40.641441,22.767891,332.01,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,284.64,6.13,D,0,9.5,0.3,3.4,0.0,12.5,27,2.200735569,212.5973663
40.638718,22.615065,328.75,0.46,0.39,04-01-17,01:19:01,N,VIIRS,n,1,284.91,3.68,D,0,9.2,-1.7,2.5,0.0,7.5,20,0.0,0.0
40.639774,22.688437,341.27,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,284.78,5.63,D,0,9.0,-1.7,2.1,0.0,11.2,2,1.525959849,52.57917786
40.591068,22.774647,328.65,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,281.57,2.8,D,0,7.2,1.1,3.1,0.0,12.2,4,1.534674048,307.1721802
40.53513,22.582024,338.39,0.46,0.39,04-01-17,01:19:01,N,VIIRS,n,1,278.73,4.61,D,0,8.0,0.5,3.2,0.0,12.2,15,0.0,0.0
40.611618,22.637362,344.7,0.47,0.39,04-01-17,01:19:01,N,VIIRS,n,1,282.21,8.7,D,0,8.1,-0.9,2.0,0.0,9.6,209,10.81192207,139.7179565
40.689262,22.729959,329.95,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,286.93,3.21,D,0,8.9,-1.7,2.1,0.0,11.2,712,11.24683571,12.35008049
40.56596,22.751043,330.34,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,281.31,4.07,D,3,7.2,1.1,3.1,0.0,12.2,806,18.21719551,75.76331329
40.617603,22.624886,329.54,0.46,0.39,04-01-17,01:19:01,N,VIIRS,n,1,280.75,3.67,D,0,8.1,-0.9,2.1,0.0,9.6,169,1.535894752,52.86235046
40.569599,22.750332,335.12,0.47,0.4,04-01-17,01:19:01,N,VIIRS,n,1,282.7,8.9,D,0,7.2,1.1,3.1,0.0,12.2,360,13.76194668,254.6700592
40.614937,22.318928,327.15,0.45,0.39,04-01-17,01:19:01,N,VIIRS,n,1,286.24,2.16,D,0,7.6,0.6,3.2,0.0,6.7,15,7.471507072,9.082899094
38.5662,23.294605,306.66,0.5,0.41,05-01-17,01:00:00,N,VIIRS,n,1,283.51,1.84,N,3,15.6,5.8,10.9,0.3,21.1,22,3.998210669,297.5937805
40.566414,22.632544,347.35,0.62,0.54,08-01-17,01:20:06,N,VIIRS,n,1,275.76,15.54,D,0,-2.5,-9.7,-6.4,0.0,20.6,181,23.28678131,205.4880219
36.988953,22.530447,301.6,0.39,0.36,09-01-17,01:00:25,N,VIIRS,n,1,268.35,0.97,N,0,4.7,-3.2,1.1,0.6,10.8,678,13.24807835,128.2297363
38.564964,23.296196,312.9,0.39,0.36,09-01-17,01:00:25,N,VIIRS,n,1,272.18,1.37,N,2,2.0,-2.3,-0.2,2.5,15.7,725,19.67788887,136.4066315
38.128891,23.525843,307.96,0.4,0.37,09-01-17,01:00:25,N,VIIRS,n,1,271.15,1.4,N,2,0.9,-3.5,-1.5,2.8,22.3,2,4.837272167,270.0
38.567486,23.295807,321.68,0.78,0.78,12-01-17,01:38:29,N,VIIRS,n,1,276.28,4.25,N,3,10.2,-1.4,3.7,1.6,9.7,639,0.0,0.0
37.924065,23.062422,295.02,0.79,0.78,12-01-17,01:38:29,N,VIIRS,n,1,274.3,1.08,N,0,10.9,6.4,8.4,0.7,23.3,85,4.779092312,14.50823498
38.371834,24.062756,296.14,0.49,0.49,13-01-17,01:00:50,N,VIIRS,n,1,274.38,0.64,N,2,12.6,0.0,5.7,0.0,19.1,209,10.81192207,139.7179565
38.563747,23.294964,306.11,0.45,0.47,13-01-17,01:00:50,N,VIIRS,n,1,278.04,2.12,N,3,12.8,-2.0,4.4,0.0,14.8,24,4.383799553,327.6331177
38.566006,23.294573,328.67,0.43,0.38,14-01-17,01:00:31,N,VIIRS,n,1,281.18,3.97,N,3,15.1,4.5,9.0,0.0,20.9,799,22.87236977,163.6044464
38.567787,23.296431,328.31,0.42,0.37,15-01-17,01:18:54,N,VIIRS,n,1,284.62,2.26,D,2,11.2,2.3,7.0,3.7,12.5,626,21.38938332,267.6313477
37.681793,24.367071,328.34,0.39,0.36,16-01-17,01:18:35,N,VIIRS,n,1,285.23,4.72,D,3,12.6,9.6,11.1,2.6,27.3,490,13.26655006,308.1646118
38.372723,24.062347,297.19,0.32,0.55,16-01-17,01:38:54,N,VIIRS,n,1,278.58,0.62,N,2,11.2,7.1,8.3,5.3,20.4,91,3.021216154,156.9442139
38.127785,23.523371,296.76,0.57,0.52,18-01-17,01:00:56,N,VIIRS,n,1,275.52,0.99,N,2,12.1,5.0,8.7,12.3,17.5,230,6.622756481,134.1955109
38.128887,23.526571,305.44,0.49,0.4,21-01-17,01:00:00,N,VIIRS,n,1,276.55,1.52,N,2,9.1,3.7,5.4,0.0,18.4,210,3.659603834,220.5986633
35.026989,26.026903,328.84,0.46,0.39,22-01-17,01:18:21,N,VIIRS,n,1,288.73,1.64,D,0,11.0,7.1,8.5,0.0,21.3,4,2.206075191,212.8138123
38.142761,24.290503,325.14,0.48,0.4,22-01-17,01:18:22,N,VIIRS,n,1,275.72,1.93,D,0,7.2,6.0,6.6,0.0,36.7,248,0.927409947,180.0
35.260456,23.828711,329.68,0.48,0.4,27-01-17,01:18:28,N,VIIRS,n,1,287.1,6.0,D,0,7.1,3.4,4.9,1.5,28.2,614,2.601204872,69.12581635
35.264122,23.827951,328.76,0.48,0.4,27-01-17,01:18:28,N,VIIRS,n,1,283.57,6.77,D,0,6.7,3.0,4.5,1.5,28.2,64,1.854334116,0.0
40.283581,23.445265,296.07,0.36,0.57,28-01-17,01:01:48,N,VIIRS,n,1,271.65,0.64,N,2,7.7,-1.6,3.6,0.0,13.9,591,5.547544956,180.0
40.965076,24.63093,329.96,0.56,0.43,28-01-17,01:17:30,N,VIIRS,n,1,281.64,5.1,D,0,6.9,-1.9,1.6,0.0,10.9,605,0.927409947,180.0
35.191288,24.438087,331.33,0.46,0.63,29-01-17,01:17:10,N,VIIRS,n,1,285.33,3.6,D,0,12.2,6.0,8.6,0.0,17.2,952,13.36550999,105.8145294
37.168781,25.564669,345.46,0.36,0.57,29-01-17,01:17:11,N,VIIRS,n,1,283.26,4.27,D,3,9.2,6.1,7.3,0.2,14.0,5,10.70927143,260.1429443
38.357552,21.534788,325.41,0.53,0.42,30-01-17,01:19:12,N,VIIRS,n,1,284.68,2.79,D,0,10.1,7.4,8.5,0.0,28.7,0,6.879056931,339.9273682
40.967514,24.555817,327.54,0.54,0.51,30-01-17,01:19:13,N,VIIRS,n,1,281.6,2.31,D,0,5.4,0.3,2.3,0.0,23.2,0,15.2561264,27.09334755
39.938148,25.145811,328.02,0.5,0.41,31-01-17,01:18:54,N,VIIRS,n,1,279.67,2.35,D,0,3.8,2.2,2.8,0.0,25.3,596,8.942750931,22.20519447
38.130043,23.525923,308.3,0.38,0.44,31-01-17,01:39:13,N,VIIRS,n,1,277.55,0.76,N,2,6.6,1.6,4.2,0.0,20.9,599,9.05731678,275.8283081
38.566422,23.295988,330.81,0.41,0.37,01-02-17,01:18:35,N,VIIRS,n,1,285.63,3.49,D,3,11.2,1.2,6.2,0.0,7.7,92,1.503230929,51.91304398
41.26918,22.972113,327.13,0.39,0.37,01-02-17,01:18:36,N,VIIRS,n,1,284.54,2.31,D,0,7.1,1.3,4.0,0.0,4.9,90,0.0,0.0
38.564259,23.29265,298.47,0.36,0.57,01-02-17,01:38:54,N,VIIRS,n,1,278.89,1.24,N,3,11.2,1.2,6.2,0.0,7.7,93,2.543614388,111.3703842
38.129463,23.525349,302.22,0.34,0.56,01-02-17,01:38:54,N,VIIRS,n,1,276.35,0.83,N,2,10.8,1.5,6.0,0.0,11.2,26,11.70153713,265.517334
35.414352,25.010805,327.66,0.39,0.44,02-02-17,01:17:35,N,VIIRS,n,1,288.06,1.86,D,0,14.1,6.3,10.4,0.0,6.4,172,14.06545734,165.734848
38.534286,24.141308,326.38,0.56,0.43,02-02-17,01:17:36,N,VIIRS,n,1,286.25,2.59,D,0,14.5,3.4,8.4,0.0,11.0,24,3.017872095,22.90588379
37.636246,24.291548,325.99,0.38,0.43,02-02-17,01:17:36,N,VIIRS,n,1,286.45,2.58,D,0,13.9,5.6,10.3,1.0,12.4,128,14.0853014,78.84004211
40.895416,23.794884,327.29,0.53,0.42,02-02-17,01:17:37,N,VIIRS,n,1,286.15,2.96,D,0,11.2,-0.9,4.8,0.0,8.2,178,19.24446106,272.6577148
41.120628,24.924231,340.24,0.47,0.4,02-02-17,01:17:37,N,VIIRS,n,1,297.08,44.82,D,0,10.8,-1.4,4.4,0.0,11.9,115,23.27481079,334.5812378
40.896725,23.793865,326.59,0.53,0.42,02-02-17,01:17:37,N,VIIRS,n,1,285.71,3.18,D,0,11.1,-0.9,4.8,0.0,8.2,164,7.738238335,197.6307983
39.954304,25.273306,341.49,0.52,0.5,03-02-17,01:17:17,N,VIIRS,n,1,284.62,6.53,D,3,14.7,7.7,11.4,0.1,15.0,10,4.789798737,281.138855
40.991116,26.257994,343.56,0.44,0.46,03-02-17,01:17:18,N,VIIRS,n,1,288.83,20.48,D,0,12.8,7.5,9.3,0.0,24.3,25,4.773097038,14.22614288
38.56395,23.295568,310.86,0.48,0.4,04-02-17,01:00:37,N,VIIRS,n,1,281.47,3.04,N,3,18.4,7.2,11.8,0.0,17.1,84,0.927409947,0.0
38.128849,23.524427,300.21,0.5,0.41,04-02-17,01:00:37,N,VIIRS,n,1,277.49,0.97,N,2,15.8,5.0,10.6,0.0,11.8,787,18.18659592,46.38261032
35.309288,23.814236,335.78,0.72,0.75,04-02-17,01:16:58,N,VIIRS,n,1,281.5,6.14,D,0,12.8,7.0,9.8,0.0,12.3,948,31.00150299,55.54721832
35.314423,23.812328,350.58,0.71,0.75,04-02-17,01:16:58,N,VIIRS,n,1,280.71,8.54,D,0,12.8,7.1,9.8,0.0,12.3,100,3.648098707,319.6131897
41.005451,24.805502,337.19,0.44,0.63,04-02-17,01:16:59,N,VIIRS,n,1,287.92,2.93,D,0,14.0,-0.4,5.6,0.0,13.4,90,1.184110522,90.0
39.985718,25.257406,367.0,0.45,0.63,04-02-17,01:16:59,N,VIIRS,h,1,291.14,22.76,D,3,15.8,10.6,13.0,0.0,19.4,232,4.582621098,52.70751572
39.985107,25.252823,346.19,0.45,0.63,04-02-17,01:16:59,N,VIIRS,n,1,287.13,11.23,D,3,16.0,10.8,13.1,0.0,19.4,0,0.927409947,0.0
39.9865,25.257725,367.0,0.45,0.63,04-02-17,01:16:59,N,VIIRS,h,1,290.12,11.23,D,3,15.8,10.6,13.0,0.0,19.4,0,4.09823513,63.13709641
39.984283,25.252472,335.82,0.45,0.63,04-02-17,01:16:59,N,VIIRS,n,1,287.02,11.34,D,3,15.9,10.7,13.1,0.0,19.4,1,0.0,0.0
39.920666,25.169146,340.22,0.34,0.56,04-02-17,01:19:19,N,VIIRS,n,1,281.8,1.86,D,0,15.6,11.2,13.1,0.0,19.1,4,0.0,0.0
38.482941,23.162289,335.24,0.52,0.5,04-02-17,01:19:19,N,VIIRS,n,1,288.48,5.94,D,0,17.8,6.4,10.7,0.0,16.1,4,1.227343678,90.0
40.639877,22.767811,326.14,0.47,0.4,05-02-17,01:19:00,N,VIIRS,n,1,272.32,2.42,D,0,16.6,5.0,9.6,0.7,7.1,939,10.53015137,58.49898529
38.549839,23.286165,332.32,0.47,0.4,05-02-17,01:19:00,N,VIIRS,n,1,282.17,8.47,D,0,19.2,10.3,13.2,0.3,20.2,86,0.927409947,0.0
38.549206,23.280695,329.19,0.47,0.4,05-02-17,01:19:00,N,VIIRS,n,1,280.87,8.65,D,0,19.1,10.2,13.1,0.3,20.2,119,3.673048258,220.8434143
38.553486,23.285576,345.79,0.47,0.4,05-02-17,01:19:00,N,VIIRS,n,1,289.55,28.03,D,0,19.2,10.3,13.2,0.3,20.2,63,4.773927212,194.265564
38.552845,23.280045,331.63,0.47,0.4,05-02-17,01:19:00,N,VIIRS,n,1,282.6,7.81,D,0,18.8,9.9,12.9,0.3,20.2,0,2.780288458,0.0
40.971001,26.279583,328.24,0.45,0.47,05-02-17,01:19:00,N,VIIRS,n,1,287.81,3.27,D,0,16.1,6.1,11.5,0.5,25.0,185,3.532750845,90.0
39.628933,22.612659,329.59,0.45,0.39,05-02-17,01:19:00,N,VIIRS,n,1,279.84,4.03,D,0,19.0,6.4,11.8,0.0,17.7,1,1.161813736,90.0
39.629562,22.609648,332.7,0.45,0.39,05-02-17,01:19:00,N,VIIRS,n,1,277.87,4.31,D,0,19.0,6.4,11.8,0.0,17.7,541,8.369508743,188.0047455
36.721832,25.379404,329.5,0.39,0.36,06-02-17,01:18:40,N,VIIRS,n,1,291.29,3.0,D,3,16.9,13.6,14.9,0.0,30.9,1,0.927409947,180.0
36.878147,27.173193,329.95,0.42,0.38,06-02-17,01:18:40,N,VIIRS,n,1,286.69,2.37,D,3,17.4,14.9,15.9,0.0,30.3,126,3.060795784,127.2625961
39.407394,22.219595,326.0,0.39,0.36,06-02-17,01:18:41,N,VIIRS,n,1,293.22,2.56,D,0,19.6,9.5,13.5,3.6,20.9,7,1.540361524,127.0118637
37.135902,24.492258,331.22,0.38,0.36,06-02-17,01:18:41,N,VIIRS,n,1,290.99,2.72,D,0,13.4,12.7,13.0,0.0,42.3,7,1.53512907,232.8406982
37.727695,21.32785,329.63,0.42,0.38,06-02-17,01:18:41,N,VIIRS,n,1,289.92,2.65,D,0,17.3,11.4,13.9,9.3,38.8,7,1.535104632,52.84000397
38.526001,22.97776,332.98,0.39,0.36,06-02-17,01:18:41,N,VIIRS,n,1,296.5,8.26,D,0,18.7,6.2,12.4,1.3,19.1,23,1.541159153,233.010498
38.35561,22.702799,327.41,0.39,0.36,06-02-17,01:18:41,N,VIIRS,n,1,277.09,1.86,D,0,18.1,11.2,14.4,6.8,30.6,2,1.854334116,180.0
37.845444,21.499897,329.0,0.42,0.37,06-02-17,01:18:41,N,VIIRS,n,1,287.14,2.25,D,0,16.9,9.2,12.4,12.5,37.2,5,1.854334116,0.0
40.822269,22.295042,325.22,0.39,0.36,06-02-17,01:18:42,N,VIIRS,n,1,291.27,0.88,D,0,15.3,4.7,9.4,4.7,10.0,13,1.539413333,52.9615097
40.758404,23.986237,331.03,0.39,0.36,06-02-17,01:18:42,N,VIIRS,n,1,276.93,2.21,D,0,13.8,12.2,13.2,1.7,30.2,11,1.229365706,270.0
38.564766,23.294376,304.41,0.53,0.67,07-02-17,01:38:42,N,VIIRS,n,1,273.89,1.69,N,3,13.6,4.7,9.6,13.1,15.4,14,1.539826989,52.97312927
38.129704,23.524904,299.04,0.39,0.44,09-02-17,01:00:43,N,VIIRS,n,1,278.75,0.93,N,2,11.6,7.3,8.8,0.0,17.6,14,1.539889097,127.0251236
39.949963,20.312119,328.87,0.43,0.38,10-02-17,01:19:07,N,VIIRS,n,1,283.73,2.74,D,0,13.1,2.2,6.8,1.9,10.1,14,3.798315525,284.1125183
41.075108,23.440475,331.07,0.4,0.37,11-02-17,01:18:48,N,VIIRS,n,1,289.79,7.58,D,0,6.5,2.9,4.7,0.0,13.0,12,1.854334116,0.0
39.542549,20.390217,330.9,0.4,0.37,11-02-17,01:18:48,N,VIIRS,n,1,289.79,2.84,D,0,14.3,4.6,8.5,0.0,20.8,11,3.7980299,284.1136169
41.268093,22.940062,342.92,0.39,0.37,11-02-17,01:18:48,N,VIIRS,n,1,286.31,4.99,D,0,7.2,3.2,4.8,0.0,6.1,190,5.054904461,68.52999115
40.887169,24.734451,329.44,0.39,0.37,12-02-17,01:18:29,N,VIIRS,n,1,281.71,5.16,D,0,5.3,0.6,2.6,0.0,29.7,425,1.854334116,180.0
41.081661,25.438904,329.26,0.39,0.36,12-02-17,01:18:29,N,VIIRS,n,1,282.05,4.08,D,0,4.4,-1.3,1.2,0.0,22.3,375,10.74904633,289.9429932
41.078373,25.439814,327.13,0.39,0.36,12-02-17,01:18:29,N,VIIRS,n,1,279.27,0.65,D,0,4.5,-1.3,1.3,0.0,22.3,125,1.228500724,270.0
40.993324,24.860744,332.67,0.39,0.36,12-02-17,01:18:29,N,VIIRS,n,1,283.98,3.62,D,0,5.2,-0.4,2.0,0.0,23.7,542,6.274511814,252.8751526
41.062496,24.02619,331.89,0.41,0.37,12-02-17,01:18:29,N,VIIRS,n,1,284.89,3.68,D,0,6.9,-1.6,2.6,0.0,7.0,517,2.406722307,270.0
40.986454,24.926125,325.45,0.55,0.43,13-02-17,01:17:30,N,VIIRS,n,1,282.92,3.75,D,0,5.2,-1.3,1.2,0.0,20.4,465,3.677710056,319.0724182
